"","BOROUGH","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","SALE.PRICE"
"49797",4,"1667","1909",1910,2,0,2,"899000"
"49802",4,"3342","1545",1925,2,0,2,"870000"
"49803",4,"3342","1545",1925,2,0,2,"70000"
"49804",4,"3342","1545",1925,2,0,2,"81000"
"49805",4,"3342","1545",1925,2,0,2,"6000"
"49806",4,"3342","1545",1925,2,0,2,"40000"
"49808",4,"3342","1545",1925,2,0,2,"25000"
"49809",4,"3342","1545",1925,2,0,2,"73000"
"49818",4,"1418","1800",1930,2,0,2,"800000"
"49840",4,"1121","1824",1965,2,0,2,"725000"
"49852",4,"1842","1620",1935,2,0,2,"860000"
"49919",4,"1251","1653",1940,2,0,2,"992000"
"49944",4,"2433","1584",1930,2,0,2,"900000"
"49973",4,"7767","3480",1910,2,1,3,"2600000"
"50004",4,"1145","1530",1880,2,0,2,"600000"
"50055",4,"2467","2715",1940,3,0,3,"992500"
"50124",4,"4375","2472",1920,3,0,3,"3100000"
"50170",4,"2772","7685",2007,9,0,9,"4800000"
"50171",4,"4369","3696",1915,5,0,5,"365000"
"50183",4,"3643","7293",2006,7,0,7,"3750000"
"50186",4,"2741","3050",1973,5,0,5,"2600000"
"50204",4,"7275","24800",1928,36,0,36,"20500000"
"50239",4,"2142","3402",1970,4,0,4,"804417"
"50290",4,"2542","5040",1931,6,0,6,"4100000"
"50292",4,"2558","5160",1931,6,0,6,"975000"
"50548",4,"2393","5140",1931,3,2,5,"2700000"
"50557",4,"1942","4545",1928,4,1,5,"2200000"
"50628",4,"1512","2112",1920,0,1,1,"2300000"
"50642",4,"11875","22750",1963,0,1,1,"8500000"
"50655",4,"4728","4800",1925,0,1,1,"3000000"
"50660",4,"2325","2300",1960,0,1,1,"2139000"
"50662",4,"4859","5384",1963,0,1,1,"2750000"
"50684",4,"6751","4488",1960,0,1,1,"5100000"
"50840",4,"4523","1760",1925,1,0,1,"718000"
"50845",4,"4275","1043",1960,1,0,1,"895000"
"50856",4,"4563","1248",1950,1,0,1,"890000"
"50857",4,"3225","1566",1960,1,0,1,"938000"
"50858",4,"4317","1566",1960,1,0,1,"875000"
"50861",4,"4387","1440",1935,1,0,1,"930000"
"50875",4,"5517","1980",1965,1,0,1,"845000"
"50903",4,"16632","4627",1960,1,0,1,"2300000"
"50907",4,"3742","1951",1960,1,0,1,"918000"
"50911",4,"7933","2136",1940,1,0,1,"837500"
"50914",4,"1754","1008",1940,1,0,1,"625000"
"50921",4,"1958","1200",1925,1,0,1,"600000"
"50923",4,"1958","1185",1930,1,0,1,"680000"
"50925",4,"1958","1380",1935,1,0,1,"670000"
"50926",4,"1958","1080",1935,1,0,1,"579500"
"50927",4,"1958","1080",1920,1,0,1,"580000"
"50935",4,"3555","2216",1910,1,0,1,"760000"
"50936",4,"3555","2216",1910,1,0,1,"917500"
"50955",4,"1842","1080",1930,1,0,1,"672500"
"50956",4,"1888","1080",1930,1,0,1,"430000"
"50959",4,"1945","970",1930,1,0,1,"730000"
"50963",4,"1842","1065",1930,1,0,1,"652000"
"50964",4,"1755","1080",1930,1,0,1,"605500"
"50966",4,"1755","1020",1940,1,0,1,"600000"
"50969",4,"1863","1284",1925,1,0,1,"660000"
"50970",4,"4342","1497",1950,1,0,1,"860000"
"50977",4,"4512","2457",1960,1,0,1,"965000"
"50981",4,"4117","1204",1951,1,0,1,"781000"
"50986",4,"1848","1088",1950,1,0,1,"498000"
"50992",4,"4387","1104",1950,1,0,1,"800000"
"51010",4,"1863","1224",1950,1,0,1,"745000"
"51027",4,"5366","1120",1960,1,0,1,"840000"
"51028",4,"4459","1960",1960,1,0,1,"820000"
"51035",4,"1296","1732",1955,1,0,1,"630000"
"51060",4,"6242","1839",1910,1,0,1,"920000"
"51065",4,"3817","2108",1930,1,0,1,"934000"
"51070",4,"5285","1628",1940,1,0,1,"958000"
"51093",4,"1995","800",1945,1,0,1,"670000"
"51099",4,"2782","1224",1960,1,0,1,"635000"
"51100",4,"2277","1226",1960,1,0,1,"780000"
"51102",4,"2494","1216",1960,1,0,1,"610000"
"51107",4,"2528","1608",1920,1,0,1,"900000"
"51112",4,"2858","1488",1930,1,0,1,"775000"
"51114",4,"3219","1567",1935,1,0,1,"840888"
"51122",4,"4165","1976",1940,1,0,1,"215000"
"51123",4,"2996","1122",1950,1,0,1,"768000"
"51127",4,"3241","1260",1955,1,0,1,"712000"
"51129",4,"3124","1260",1955,1,0,1,"777000"
"51139",4,"2733","836",1935,1,0,1,"749000"
"51143",4,"4224","960",1940,1,0,1,"768000"
"51147",4,"2425","1166",1955,1,0,1,"675000"
"51152",4,"3317","1750",1925,1,0,1,"625000"
"51160",4,"2626","1692",1935,1,0,1,"875000"
"51220",4,"4116","1248",1950,1,0,1,"808888"
"51223",4,"3995","1418",1945,1,0,1,"900000"
"51236",4,"6135","1391",1950,1,0,1,"900000"
"51246",4,"5472","1325",1955,1,0,1,"870000"
"51247",4,"5136","1325",1955,1,0,1,"920000"
"51258",4,"2588","2200",1965,1,0,1,"880000"
"51302",4,"5685","3250",1960,2,0,2,"925000"
"51305",4,"2242","1600",1920,2,0,2,"899000"
"51312",4,"1958","1080",1920,2,0,2,"698000"
"51314",4,"1888","2000",1930,2,0,2,"835000"
"51341",4,"3325","1751",1930,2,0,2,"838000"
"51342",4,"3325","1944",1930,2,0,2,"770000"
"51345",4,"3828","2200",1950,2,0,2,"450000"
"51353",4,"958","1810",1940,2,0,2,"850000"
"51356",4,"3325","1324",1930,2,0,2,"962000"
"51359",4,"1662","2157",1930,2,0,2,"712888"
"51360",4,"1625","2109",1930,2,0,2,"900000"
"51394",4,"3823","1646",1950,2,0,2,"790000"
"51399",4,"3642","2128",1925,2,0,2,"880000"
"51406",4,"5258","1304",1950,2,0,2,"20000"
"51407",4,"5258","1304",1950,2,0,2,"20000"
"51422",4,"4873","2268",1965,2,0,2,"850000"
"51438",4,"1968","2550",1970,3,0,3,"990000"
"51468",4,"3443","2200",1940,3,0,3,"985000"
"51959",4,"5714","6900",1910,0,2,2,"2550000"
"51982",4,"1472","1024",1950,1,0,1,"760000"
"51983",4,"1472","1024",1950,1,0,1,"335000"
"52183",4,"2958","556",1940,1,0,1,"490000"
"52230",4,"3425","2600",1960,2,0,2,"930000"
"52235",4,"3325","2138",1920,2,0,2,"850000"
"52240",4,"2963","2074",1987,2,0,2,"815000"
"52287",4,"2436","996",1955,1,0,1,"450000"
"52290",4,"2945","1595",1930,1,0,1,"758800"
"52292",4,"2945","1595",1930,1,0,1,"550000"
"52319",4,"2817","1512",1920,1,0,1,"515000"
"52327",4,"1926","1224",1945,1,0,1,"526500"
"52329",4,"1518","1224",1940,1,0,1,"537750"
"52332",4,"4958","1267",1950,1,0,1,"640000"
"52364",4,"2133","1224",1950,1,0,1,"545000"
"52407",4,"2142","1648",1950,1,0,1,"550000"
"52410",4,"3515","1080",1950,1,0,1,"540000"
"52419",4,"3667","1144",1940,1,0,1,"669000"
"52426",4,"1541","1224",1965,1,0,1,"500000"
"52441",4,"3125","896",1950,1,0,1,"388500"
"52449",4,"2787","1692",1920,1,0,1,"600000"
"52465",4,"3329","1287",2006,1,0,1,"290000"
"52467",4,"5684","1369",1945,2,0,2,"730000"
"52472",4,"2891","1772",2004,2,0,2,"675000"
"52483",4,"2542","1462",1935,2,0,2,"555000"
"52484",4,"2642","1490",1940,2,0,2,"580000"
"52485",4,"2642","1656",1940,2,0,2,"612000"
"52486",4,"2622","2960",1928,2,1,3,"495000"
"52489",4,"4782","2300",1955,2,0,2,"840000"
"52492",4,"3597","1750",1950,2,0,2,"538125"
"52493",4,"2142","1648",1950,2,0,2,"445000"
"52498",4,"3596","1666",1950,2,0,2,"550000"
"52499",4,"2479","1645",1945,2,0,2,"475000"
"52511",4,"2725","3166",1965,3,0,3,"845000"
"52512",4,"2125","2698",1965,3,0,3,"837250"
"52513",4,"2125","2698",1965,3,0,3,"625000"
"52514",4,"3344","2698",1965,3,0,3,"650000"
"52518",4,"2125","3531",1965,4,0,4,"625000"
"52519",4,"2548","2880",1931,0,1,1,"749000"
"52522",4,"1616","960",1930,0,1,1,"330000"
"52524",4,"4558","1480",1935,1,0,1,"700000"
"52533",4,"1942","1216",1920,1,0,1,"590000"
"52551",4,"4369","1041",1935,1,0,1,"490000"
"52571",4,"2317","2024",1920,2,0,2,"805000"
"52580",4,"5495","2834",1925,2,0,2,"875000"
"52731",4,"2589","1260",1930,1,0,1,"205000"
"52750",4,"5142","1520",1930,1,0,1,"549000"
"52751",4,"2623","640",1920,1,0,1,"223250"
"52757",4,"2331","1080",1925,1,0,1,"285000"
"52761",4,"4924","768",1920,1,0,1,"245000"
"52774",4,"1344","864",1940,1,0,1,"350000"
"52776",4,"2742","1778",1925,1,0,1,"470000"
"52777",4,"2742","1454",1925,1,0,1,"523000"
"52789",4,"2583","832",1940,1,0,1,"246333"
"52791",4,"1842","1080",1945,1,0,1,"70000"
"52815",4,"2142","798",1935,1,0,1,"372500"
"52816",4,"2133","798",1935,1,0,1,"355980"
"52818",4,"2142","882",1935,1,0,1,"360000"
"52819",4,"2142","798",1935,1,0,1,"370000"
"52829",4,"2542","1280",1940,1,0,1,"361000"
"52831",4,"2542","1280",1940,1,0,1,"359000"
"52846",4,"1311","2308",1960,1,0,1,"480000"
"52860",4,"2668","1248",1960,1,0,1,"310000"
"52873",4,"2856","1224",1950,1,0,1,"435000"
"52899",4,"3469","1317",1950,1,0,1,"480486"
"52907",4,"5292","1120",1945,1,0,1,"360000"
"52964",4,"2442","1312",1920,2,0,2,"541000"
"52975",4,"2838","3000",1999,1,0,1,"730000"
"52980",4,"2158","1836",1960,1,0,1,"680000"
"52982",4,"3949","1152",1920,1,0,1,"635000"
"52983",4,"2675","1002",1920,1,0,1,"635000"
"52984",4,"2325","924",1920,1,0,1,"600000"
"53002",4,"1385","560",1920,1,0,1,"559000"
"53009",4,"2522","1536",1965,1,0,1,"817000"
"53014",4,"1596","1184",1960,1,0,1,"665000"
"53015",4,"1596","1184",1960,1,0,1,"657500"
"53016",4,"1854","1184",1960,1,0,1,"680000"
"53019",4,"3555","1008",1955,1,0,1,"760000"
"53036",4,"3223","2192",1930,1,0,1,"677000"
"53046",4,"2821","1360",1901,1,0,1,"450000"
"53067",4,"3485","1799",1910,1,0,1,"715000"
"53069",4,"2563","1680",1910,1,0,1,"699000"
"53070",4,"5586","1080",1960,1,0,1,"710000"
"53071",4,"2574","1886",1960,1,0,1,"755000"
"53073",4,"5261","1080",1945,1,0,1,"810000"
"53074",4,"5238","1260",1945,1,0,1,"700000"
"53075",4,"5238","1080",1945,1,0,1,"720000"
"53076",4,"1923","1408",1950,1,0,1,"645000"
"53077",4,"1914","1518",1960,1,0,1,"750000"
"53079",4,"1943","1765",1965,1,0,1,"690000"
"53081",4,"1472","1676",1960,1,1,2,"640000"
"53087",4,"1955","3295",2006,2,0,2,"395000"
"53095",4,"3413","2244",1925,2,0,2,"900000"
"53098",4,"3592","1740",2003,2,0,2,"600000"
"53100",4,"3172","2400",1920,2,0,2,"995000"
"53102",4,"6723","2400",1930,2,0,2,"950000"
"53103",4,"3117","1800",1920,2,0,2,"950000"
"53105",4,"1881","1624",1955,2,0,2,"790000"
"53111",4,"3675","1748",1930,2,0,2,"900000"
"53126",4,"2383","2490",1920,2,0,2,"917500"
"53131",4,"1939","2400",1999,2,0,2,"998000"
"53132",4,"1815","3000",1999,2,0,2,"357000"
"53137",4,"4947","1680",1920,2,0,2,"990000"
"53138",4,"2842","1368",1920,2,0,2,"590000"
"53140",4,"2742","1620",1920,2,0,2,"740000"
"53143",4,"2375","1870",2004,2,0,2,"990000"
"53149",4,"4658","1680",1920,2,0,2,"940000"
"53150",4,"4658","1680",1920,2,0,2,"750000"
"53161",4,"3325","1880",1910,2,0,2,"645000"
"53162",4,"3125","2060",1910,2,0,2,"750000"
"53163",4,"3125","2060",1910,2,0,2,"850000"
"53164",4,"3125","2060",1910,2,0,2,"780000"
"53166",4,"2918","2680",1955,2,0,2,"878000"
"53170",4,"2245","2356",1920,2,0,2,"580000"
"53171",4,"2245","2356",1920,2,0,2,"520000"
"53172",4,"2245","2356",1920,2,0,2,"960000"
"53173",4,"2242","2356",1920,2,0,2,"860000"
"53175",4,"2492","1000",1930,2,0,2,"530000"
"53180",4,"1752","1830",2004,2,0,2,"975000"
"53182",4,"3357","2088",1920,2,0,2,"600000"
"53183",4,"2819","1496",1925,2,0,2,"728000"
"53184",4,"2893","1768",1910,2,0,2,"650000"
"53185",4,"3128","1608",1910,2,0,2,"847500"
"53188",4,"3265","1632",1910,2,0,2,"872000"
"53190",4,"7467","2500",1915,2,0,2,"736661"
"53191",4,"7467","2500",1915,2,0,2,"720000"
"53192",4,"6538","1917",1925,2,0,2,"400000"
"53201",4,"2467","1840",1920,2,0,2,"675000"
"53219",4,"2673","2640",1960,2,0,2,"849000"
"53224",4,"3998","2228",1901,2,0,2,"725000"
"53225",4,"2494","1848",1920,2,0,2,"838000"
"53227",4,"3732","2900",1920,2,0,2,"988000"
"53228",4,"3732","2900",1920,2,0,2,"835000"
"53229",4,"3491","1920",1920,2,0,2,"825000"
"53230",4,"3491","1920",1920,2,0,2,"591000"
"53231",4,"2767","2088",1950,2,0,2,"800000"
"53232",4,"5125","1524",1910,2,0,2,"855000"
"53234",4,"5261","1728",1945,2,0,2,"990000"
"53237",4,"1672","1400",1960,2,0,2,"725000"
"53239",4,"1715","2068",1975,2,0,2,"860000"
"53244",4,"2138","1810",1989,3,0,3,"800000"
"53245",4,"2571","2227",1965,3,0,3,"928000"
"53256",4,"2494","3000",1935,3,0,3,"820000"
"53263",4,"1883","2820",2007,3,0,3,"201400"
"53264",4,"2726","2968",1961,3,0,3,"995000"
"53266",4,"2457","3544",1987,3,0,3,"600000"
"53376",4,"1479","2592",1931,0,1,1,"600000"
"53381",4,"2575","400",1901,0,1,1,"2400000"
"53383",4,"4988","10500",2009,0,3,3,"3000000"
"53387",4,"83269","98853",1920,0,1,1,"27000000"
"53401",4,"43563","10000",2000,0,1,1,"5850000"
"53431",4,"2517","1715",1930,1,0,1,"650000"
"53437",4,"1884","1620",1908,1,0,1,"495000"
"53440",4,"2963","2139",1905,1,0,1,"720000"
"53442",4,"3125","1545",1920,1,0,1,"488000"
"53443",4,"2219","1172",1901,1,0,1,"765000"
"53444",4,"1571","1320",1920,1,0,1,"539000"
"53451",4,"2133","1620",1950,1,0,1,"380000"
"53452",4,"2533","1232",1905,1,0,1,"695000"
"53471",4,"2852","2044",1920,1,0,1,"680000"
"53480",4,"2552","2232",1920,2,0,2,"990000"
"53503",4,"2341","2156",2007,2,0,2,"380250"
"53507",4,"2442","2240",1930,2,0,2,"600000"
"53508",4,"2442","2240",1930,2,0,2,"295000"
"53510",4,"3125","1660",1920,2,0,2,"835000"
"53511",4,"2943","1800",1996,2,0,2,"400000"
"53513",4,"2758","2280",1920,2,0,2,"845000"
"53514",4,"2522","2120",1930,2,0,2,"950000"
"53518",4,"2613","2431",1930,2,0,2,"990000"
"53525",4,"2375","1968",1925,2,0,2,"847000"
"53527",4,"1365","1650",1915,2,0,2,"830000"
"53531",4,"2617","2520",1920,2,0,2,"910000"
"53537",4,"1971","1808",1915,2,0,2,"930000"
"53543",4,"2742","2192",1920,2,0,2,"265000"
"53544",4,"2544","2160",1920,2,0,2,"900000"
"53547",4,"2723","2192",1925,2,0,2,"990000"
"53548",4,"2577","2192",1925,2,0,2,"600000"
"53563",4,"2254","1785",1935,2,0,2,"938000"
"53568",4,"3125","1992",1910,2,0,2,"875000"
"53571",4,"3125","1544",1920,2,0,2,"783000"
"53574",4,"3125","1414",1925,2,0,2,"515000"
"53578",4,"2125","2188",1925,2,0,2,"850000"
"53585",4,"1639","1839",1930,2,0,2,"700000"
"53586",4,"1639","2044",1930,2,0,2,"225000"
"53599",4,"1255","794",1920,2,0,2,"385000"
"53606",4,"1855","2692",1920,2,0,2,"775000"
"53618",4,"1463","1880",1910,2,0,2,"800000"
"53622",4,"2795","1614",1910,2,0,2,"850000"
"53627",4,"3117","1432",1920,2,0,2,"900000"
"53660",4,"1428","1920",1925,3,0,3,"685000"
"53666",4,"1352","1594",1920,3,0,3,"750000"
"53679",4,"2758","2208",1920,3,0,3,"995000"
"53687",4,"1682","3000",2006,3,0,3,"990000"
"53698",4,"1839","2700",1960,3,0,3,"980000"
"53716",4,"2512","2120",1930,3,0,3,"980000"
"53718",4,"1882","1328",1925,3,0,3,"550000"
"53728",4,"2645","2290",1901,3,0,3,"840000"
"53730",4,"2278","1848",1920,3,0,3,"665000"
"53746",4,"1973","1598",1920,3,0,3,"640000"
"53747",4,"1921","1060",1920,3,0,3,"475000"
"53763",4,"2861","2044",1910,3,0,3,"345000"
"53764",4,"2861","2044",1910,3,0,3,"345000"
"53827",4,"2759","2360",1933,4,0,4,"960000"
"53836",4,"3125","2604",1931,4,0,4,"875712"
"53843",4,"3125","3646",1931,5,0,5,"770000"
"53873",4,"2778","8574",2007,9,0,9,"2820000"
"54010",4,"3751","2096",1931,2,2,4,"848000"
"54040",4,"4713","4309",1965,0,3,3,"2000000"
"54072",4,"14772","3920",1920,1,0,1,"2650000"
"54089",4,"6725","1020",1935,1,0,1,"211680"
"54090",4,"6725","1020",1935,1,0,1,"652320"
"54103",4,"4725","1489",1960,1,0,1,"988000"
"54110",4,"9744","1592",1960,1,0,1,"930000"
"54124",4,"5728","1899",1960,1,0,1,"950000"
"54128",4,"6741","2964",2008,1,0,1,"2520000"
"54134",4,"4416","1713",1965,1,0,1,"899600"
"54152",4,"4522","1008",1960,1,0,1,"820000"
"54153",4,"1827","1368",1975,1,0,1,"754000"
"54154",4,"1827","1368",1975,1,0,1,"770000"
"54163",4,"4185","1188",1950,1,0,1,"820000"
"54164",4,"4185","1188",1950,1,0,1,"800000"
"54165",4,"5432","1283",1950,1,0,1,"950000"
"54170",4,"5734","1950",1950,1,0,1,"650000"
"54171",4,"6656","1515",1950,1,0,1,"400000"
"54176",4,"5565","2222",1950,2,0,2,"805000"
"54362",4,"2915","1224",1955,1,0,1,"612986"
"54365",4,"1542","1400",1930,1,0,1,"645000"
"54369",4,"1851","1776",1940,1,0,1,"640000"
"54376",4,"2338","1260",1935,1,0,1,"630000"
"54378",4,"1754","1260",1935,1,0,1,"665000"
"54379",4,"1754","1260",1935,1,0,1,"575000"
"54386",4,"1754","1890",1930,1,0,1,"580000"
"54387",4,"1754","1260",1930,1,0,1,"680000"
"54388",4,"2542","1104",1950,1,0,1,"466000"
"54394",4,"2312","1360",1925,1,0,1,"580000"
"54395",4,"1948","1564",1925,1,0,1,"440000"
"54397",4,"1559","1440",1940,1,0,1,"625000"
"54430",4,"3897","1980",1930,2,0,2,"900000"
"54434",4,"2846","1610",2005,2,0,2,"920000"
"54436",4,"2925","2244",1925,2,0,2,"900000"
"54437",4,"1948","1689",1925,2,0,2,"573756"
"54440",4,"3897","1872",1965,2,0,2,"854728"
"54448",4,"2467","2160",1930,2,0,2,"550000"
"54449",4,"2467","2160",1930,2,0,2,"500000"
"54457",4,"1754","1890",1930,2,0,2,"690000"
"54459",4,"1754","1890",1930,2,0,2,"695000"
"54470",4,"2375","1600",1935,2,0,2,"892000"
"54478",4,"2442","1346",1925,2,0,2,"450000"
"54480",4,"2375","1340",1925,2,0,2,"668000"
"54482",4,"2312","1360",1925,2,0,2,"540000"
"54486",4,"1948","1409",1925,2,0,2,"740000"
"54490",4,"2856","1848",2007,2,0,2,"804910"
"54495",4,"1967","1581",1925,2,0,2,"425000"
"54501",4,"2921","1440",1925,2,0,2,"790000"
"54524",4,"4375","1108",1901,2,0,2,"599000"
"54540",4,"1484","2096",1930,2,0,2,"949000"
"54542",4,"4271","2343",2005,3,0,3,"967337"
"54543",4,"4258","2343",2005,3,0,3,"950000"
"54545",4,"2297","3480",1925,3,0,3,"475000"
"54548",4,"2435","2394",1910,3,0,3,"840000"
"54549",4,"2379","1600",1925,3,0,3,"920000"
"54594",4,"2293","2100",1930,0,2,2,"2840000"
"54595",4,"76712","78496",1956,0,172,172,"5004641"
"54611",4,"2371","2034",1915,1,0,1,"890000"
"54613",4,"3125","1416",1940,1,0,1,"750000"
"54631",4,"1692","1800",1931,1,1,2,"800000"
"54633",4,"2256","1560",1930,1,0,1,"935000"
"54641",4,"2362","902",1940,1,0,1,"638000"
"54649",4,"1999","819",1945,1,0,1,"675000"
"54650",4,"2948","938",1950,1,0,1,"330000"
"54651",4,"1992","864",1940,1,0,1,"640000"
"54656",4,"2142","938",1940,1,0,1,"620000"
"54657",4,"2142","938",1940,1,0,1,"690000"
"54658",4,"2142","918",1940,1,0,1,"760000"
"54665",4,"2185","1683",1940,1,0,1,"785000"
"54666",4,"1995","1630",1940,1,0,1,"725000"
"54667",4,"1995","1612",1935,1,0,1,"650000"
"54672",4,"2542","1620",1925,1,0,1,"754000"
"54675",4,"1462","1705",1945,1,0,1,"725000"
"54682",4,"1786","992",1955,1,0,1,"618000"
"54683",4,"1842","1080",1945,1,0,1,"700000"
"54684",4,"1842","1152",1945,1,0,1,"768000"
"54685",4,"1842","1152",1945,1,0,1,"760000"
"54692",4,"2442","1564",1920,1,0,1,"835000"
"54694",4,"2375","1720",1930,1,0,1,"790000"
"54713",4,"3125","1806",1920,2,0,2,"750000"
"54714",4,"2586","1944",1920,2,0,2,"850000"
"54722",4,"2242","1312",1920,2,0,2,"875000"
"54734",4,"1945","1744",1925,2,0,2,"900000"
"54740",4,"2383","1944",1920,2,0,2,"990000"
"54759",4,"1898","1845",1910,2,0,2,"600000"
"54760",4,"2967","2340",1910,2,0,2,"995000"
"54766",4,"1964","1960",1920,2,0,2,"756843"
"54767",4,"1519","1285",1925,2,0,2,"730000"
"54771",4,"2342","1824",1960,2,0,2,"980000"
"54775",4,"1369","1917",1915,2,1,3,"800000"
"54778",4,"1862","1680",1935,2,0,2,"50000"
"54781",4,"1746","1777",1950,2,0,2,"838000"
"54782",4,"2513","2552",1965,2,0,2,"975000"
"54788",4,"1292","1978",1950,2,0,2,"692410"
"54804",4,"3487","2970",2014,2,0,2,"960402"
"54840",4,"2496","1406",1925,2,0,2,"720000"
"54842",4,"1846","1288",1920,2,0,2,"700000"
"54846",4,"2375","2320",1940,2,0,2,"950000"
"54852",4,"1826","1083",1984,2,0,2,"950000"
"54864",4,"2984","3696",1930,2,0,2,"950000"
"54865",4,"1983","2273",1910,2,0,2,"610000"
"54871",4,"1228","1319",1940,2,0,2,"620000"
"54881",4,"2352","3202",1960,3,0,3,"230000"
"54883",4,"2184","1942",1980,3,0,3,"900000"
"54916",4,"2281","2680",1941,3,0,3,"550000"
"54920",4,"2515","2080",1910,3,0,3,"740000"
"54921",4,"2515","2080",1910,3,0,3,"280000"
"54942",4,"1998","3092",1964,3,0,3,"575000"
"54946",4,"3344","1478",1915,3,0,3,"802000"
"54961",4,"1992","2068",1920,3,0,3,"600000"
"54965",4,"1978","2860",1965,3,0,3,"800000"
"54981",4,"2917","3480",1940,3,0,3,"370000"
"55028",4,"3152","8543",2004,8,0,8,"400000"
"55035",4,"8744","22043",1933,28,6,34,"9350000"
"55038",4,"2769","3840",2009,4,0,4,"851000"
"55153",4,"52434","141954",1962,152,0,152,"485000"
"55301",4,"3178","5143",1931,4,4,8,"2400000"
"55348",4,"849","2130",1987,0,3,3,"750000"
"55352",4,"17485","17108",1931,0,0,0,"7475000"
"55355",4,"2947","2500",1960,0,1,1,"2375000"
"55357",4,"4499","4000",1950,0,1,1,"3800000"
"55361",4,"4919","4830",1961,0,1,1,"2000000"
"55364",4,"23439","22500",1924,0,17,17,"27000000"
"55411",4,"9375","2890",1920,1,0,1,"910000"
"55412",4,"4161","2170",1920,1,0,1,"915000"
"55419",4,"3829","2368",1920,1,0,1,"406614"
"55420",4,"3829","2368",1920,1,0,1,"268414"
"55423",4,"2581","612",1931,1,0,1,"425000"
"55425",4,"1966","1224",1920,1,0,1,"346500"
"55428",4,"3725","1932",1920,1,1,2,"780000"
"55431",4,"11749","4077",1965,1,0,1,"2000000"
"55443",4,"4872","1776",1965,1,0,1,"765000"
"55447",4,"1827","1056",1935,1,0,1,"275000"
"55449",4,"9647","3203",2016,1,0,1,"895070"
"55451",4,"1563","3000",2004,1,0,1,"575000"
"55452",4,"9663","1814",1920,1,0,1,"785000"
"55461",4,"1688","1479",1960,1,0,1,"310000"
"55462",4,"2442","1836",1960,1,0,1,"304200"
"55468",4,"1839","1360",1930,1,0,1,"432600"
"55473",4,"2975","1800",1915,1,0,1,"253764"
"55474",4,"2676","1616",1920,1,0,1,"430000"
"55483",4,"1825","1080",1930,1,0,1,"319000"
"55486",4,"5242","1933",1925,1,0,1,"400000"
"55488",4,"4819","1332",1950,1,0,1,"600000"
"55489",4,"21275","1924",1955,1,0,1,"480000"
"55493",4,"4891","2326",1920,1,0,1,"700000"
"55495",4,"5517","1803",1925,1,0,1,"321000"
"55497",4,"25425","3083",1950,1,0,1,"750000"
"55500",4,"6778","2743",1930,1,0,1,"665000"
"55503",4,"4842","2736",1950,1,0,1,"590000"
"55510",4,"3253","2594",1920,1,0,1,"653589"
"55511",4,"4278","1518",1920,1,0,1,"435000"
"55514",4,"4825","1568",1920,1,0,1,"320000"
"55519",4,"4375","1840",1940,2,0,2,"749000"
"55523",4,"5114","3985",1920,2,0,2,"850000"
"55524",4,"2625","2160",1955,2,0,2,"435494"
"55527",4,"2838","1980",2005,2,0,2,"445000"
"55528",4,"2591","1594",1925,2,0,2,"425000"
"55531",4,"3344","2700",1930,2,0,2,"731000"
"55532",4,"3344","2700",1930,2,0,2,"685000"
"55534",4,"4339","5103",1930,2,1,3,"860000"
"55535",4,"2865","2140",2005,2,0,2,"445000"
"55537",4,"2865","2200",2005,2,0,2,"400000"
"55538",4,"2425","1920",1998,2,0,2,"490000"
"55542",4,"3257","2000",1950,2,0,2,"750000"
"55543",4,"4158","2160",1997,2,0,2,"595000"
"55544",4,"1995","1600",1925,2,0,2,"566000"
"55545",4,"1995","1600",1925,2,0,2,"576000"
"55552",4,"4336","1979",1950,2,0,2,"581950"
"55553",4,"2676","1824",1999,2,0,2,"435000"
"55554",4,"4125","2450",1955,2,0,2,"249999"
"55555",4,"4473","2134",1996,2,0,2,"595000"
"55557",4,"4618","1395",1945,2,0,2,"775000"
"55559",4,"3148","2024",1960,2,0,2,"480000"
"55563",4,"2831","2508",2002,2,0,2,"423000"
"55567",4,"3752","2096",1955,2,0,2,"395000"
"55571",4,"5729","2040",1905,2,0,2,"385000"
"55572",4,"3149","1880",1930,2,0,2,"371000"
"55573",4,"3581","1152",1910,2,0,2,"450000"
"55579",4,"2923","2068",1960,2,0,2,"500000"
"55584",4,"3948","3575",1960,2,0,2,"550000"
"55587",4,"2316","1504",1940,2,0,2,"406000"
"55590",4,"2897","1936",1970,2,0,2,"455000"
"55593",4,"1619","2176",2006,2,0,2,"356928"
"55594",4,"1815","2180",2006,2,0,2,"550000"
"55595",4,"1815","2180",2006,2,0,2,"335000"
"55597",4,"4631","2304",1960,2,0,2,"505000"
"55598",4,"4375","2328",1960,2,0,2,"595000"
"55599",4,"12258","2430",1961,2,0,2,"515000"
"55600",4,"4272","2964",1988,2,0,2,"525000"
"55603",4,"4423","1564",1950,2,0,2,"390000"
"55605",4,"4939","2300",1955,2,0,2,"208000"
"55608",4,"2197","2860",1945,2,0,2,"440000"
"55611",4,"3689","2320",2005,2,0,2,"450000"
"55614",4,"2166","2072",2007,2,0,2,"400000"
"55628",4,"1394","1470",1999,2,0,2,"395000"
"55629",4,"2625","2254",2002,2,0,2,"461000"
"55631",4,"4777","2847",1920,2,0,2,"499000"
